PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17581743","Individual differences in elevated plus-maze exploration predicted progressive-ratio cocaine self-administration break points in Wistar rats","Bush DE, Vaccarino FJ.","Psychopharmacology (Berl). 2007 Oct;194(2):211-9. doi: 10.1007/s00213-007-0835-7. Epub 2007 Jun 21.","Bush DE","Psychopharmacology (Berl)","2007","2007/06/22","","","10.1007/s00213-007-0835-7"
"21204329","Anxiety-Related Behaviors in Mice","Bailey KR, Crawley JN.","In: Buccafusco JJ, editor. Methods of Behavior Analysis in Neuroscience. 2nd edition. Boca Raton (FL): CRC Press/Taylor & Francis; 2009. Chapter 5.","Bailey KR","Methods of Behavior Analysis in Neuroscience","2009","2009/01/01","","",""
"31470590","Frontal Alpha Asymmetry and Inhibitory Control among Individuals with Cannabis Use Disorders","Shevorykin A, Ruglass LM, Melara RD.","Brain Sci. 2019 Aug 29;9(9):219. doi: 10.3390/brainsci9090219.","Shevorykin A","Brain Sci","2019","2019/09/01","PMC6770848","","10.3390/brainsci9090219"
"30036565","Basolateral amygdalar inactivation blocks chronic stress-induced lamina-specific reduction in prefrontal cortex volume and associated anxiety-like behavior","Tripathi SJ, Chakraborty S, Srikumar BN, Raju TR, Shankaranarayana Rao BS.","Prog Neuropsychopharmacol Biol Psychiatry. 2019 Jan 10;88:194-207. doi: 10.1016/j.pnpbp.2018.07.016. Epub 2018 Jul 21.","Tripathi SJ","Prog Neuropsychopharmacol Biol Psychiatry","2019","2018/07/24","","","10.1016/j.pnpbp.2018.07.016"
"27153979","The tipping point: Value differences and parallel dorsal-ventral frontal circuits gating human approach-avoidance behavior","Schlund MW, Brewer AT, Magee SK, Richman DM, Solomon S, Ludlum M, Dymond S.","Neuroimage. 2016 Aug 1;136:94-105. doi: 10.1016/j.neuroimage.2016.04.070. Epub 2016 May 3.","Schlund MW","Neuroimage","2016","2016/05/08","","","10.1016/j.neuroimage.2016.04.070"
"32581214","The role of mPFC and MTL neurons in human choice under goal-conflict","Gazit T, Gonen T, Gurevitch G, Cohen N, Strauss I, Zeevi Y, Yamin H, Fahoum F, Hendler T, Fried I.","Nat Commun. 2020 Jun 24;11(1):3192. doi: 10.1038/s41467-020-16908-z.","Gazit T","Nat Commun","2020","2020/06/26","PMC7314808","","10.1038/s41467-020-16908-z"
"34182378","Alcohol-related attentional biases in recently detoxified inpatients with severe alcohol use disorder: an eye-tracking approach","Bollen Z, Pabst A, Masson N, Billaux P, D'Hondt F, Deleuze J, De Longueville X, Lambot C, Maurage P.","Drug Alcohol Depend. 2021 Aug 1;225:108803. doi: 10.1016/j.drugalcdep.2021.108803. Epub 2021 Jun 18.","Bollen Z","Drug Alcohol Depend","2021","2021/06/28","","","10.1016/j.drugalcdep.2021.108803"
"31303111","Induction of reversible bidirectional social approach bias by olfactory conditioning in male mice","Chan J, Stout D, Pittenger ST, Picciotto MR, Lewis AS.","Soc Neurosci. 2020 Feb;15(1):25-35. doi: 10.1080/17470919.2019.1644370. Epub 2019 Jul 23.","Chan J","Soc Neurosci","2020","2019/07/16","PMC6980898","NIHMS1534774","10.1080/17470919.2019.1644370"
"30125684","Involvement of Serotonergic and Relaxin-3 Neuropeptide Systems in the Expression of Anxiety-like Behavior","Lawther AJ, Flavell A, Ma S, Kent S, Lowry CA, Gundlach AL, Hale MW.","Neuroscience. 2018 Oct 15;390:88-103. doi: 10.1016/j.neuroscience.2018.08.007. Epub 2018 Aug 18.","Lawther AJ","Neuroscience","2018","2018/08/21","","","10.1016/j.neuroscience.2018.08.007"
"27155504","Pharmacological modulation of lateral habenular dopamine D2 receptors alters the anxiogenic response to cocaine in a runway model of drug self-administration","Shelton K, Bogyo K, Schick T, Ettenberg A.","Behav Brain Res. 2016 Sep 1;310:42-50. doi: 10.1016/j.bbr.2016.05.002. Epub 2016 May 4.","Shelton K","Behav Brain Res","2016","2016/05/08","PMC4887427","NIHMS788114","10.1016/j.bbr.2016.05.002"
"26441142","CRF antagonism within the ventral tegmental area but not the extended amygdala attenuates the anxiogenic effects of cocaine in rats","Ettenberg A, Cotten SW, Brito MA, Klein AK, Ohana TA, Margolin B, Wei A, Wenzel JM.","Pharmacol Biochem Behav. 2015 Nov;138:148-55. doi: 10.1016/j.pbb.2015.10.002. Epub 2015 Oct 8.","Ettenberg A","Pharmacol Biochem Behav","2015","2015/10/07","PMC4623967","NIHMS729620","10.1016/j.pbb.2015.10.002"
"23721963","Use of the light/dark test for anxiety in adult and adolescent male rats","Arrant AE, Schramm-Sapyta NL, Kuhn CM.","Behav Brain Res. 2013 Nov 1;256:119-27. doi: 10.1016/j.bbr.2013.05.035. Epub 2013 May 27.","Arrant AE","Behav Brain Res","2013","2013/06/01","PMC4119594","NIHMS586426","10.1016/j.bbr.2013.05.035"
"28846187","Increased fear learning, spatial learning as well as neophobia in Rgs2(-/-) mice","Raab A, Popp S, Lesch KP, Lohse MJ, Fischer M, Deckert J, Hommers L.","Genes Brain Behav. 2018 Apr;17(4):e12420. doi: 10.1111/gbb.12420. Epub 2017 Sep 22.","Raab A","Genes Brain Behav","2018","2017/08/29","","","10.1111/gbb.12420"
"25816902","d-amino acid oxidase knockout (Dao(-/-) ) mice show enhanced short-term memory performance and heightened anxiety, but no sleep or circadian rhythm disruption","Pritchett D, Hasan S, Tam SK, Engle SJ, Brandon NJ, Sharp T, Foster RG, Harrison PJ, Bannerman DM, Peirson SN.","Eur J Neurosci. 2015 May;41(9):1167-79. doi: 10.1111/ejn.12880. Epub 2015 Mar 27.","Pritchett D","Eur J Neurosci","2015","2015/03/31","PMC4744680","","10.1111/ejn.12880"
"23045340","Differential effects of early environmental enrichment on emotionality related behaviours in Huntington's disease transgenic mice","Renoir T, Pang TY, Mo C, Chan G, Chevarin C, Lanfumey L, Hannan AJ.","J Physiol. 2013 Jan 1;591(1):41-55. doi: 10.1113/jphysiol.2012.239798. Epub 2012 Oct 8.","Renoir T","J Physiol","2013","2012/10/10","PMC3630770","","10.1113/jphysiol.2012.239798"
"11860516","Absence of dopamine D4 receptors results in enhanced reactivity to unconditioned, but not conditioned, fear","Falzone TL, Gelman DM, Young JI, Grandy DK, Low MJ, Rubinstein M.","Eur J Neurosci. 2002 Jan;15(1):158-64. doi: 10.1046/j.0953-816x.2001.01842.x.","Falzone TL","Eur J Neurosci","2002","2002/02/28","","","10.1046/j.0953-816x.2001.01842.x"
"28285187","Oxytocin reduces amygdala responses during threat approach","Radke S, Volman I, Kokal I, Roelofs K, de Bruijn ERA, Toni I.","Psychoneuroendocrinology. 2017 May;79:160-166. doi: 10.1016/j.psyneuen.2017.02.028. Epub 2017 Feb 28.","Radke S","Psychoneuroendocrinology","2017","2017/03/13","","","10.1016/j.psyneuen.2017.02.028"
"34535631","A dismantling study on imaginal retraining in overweight or obese women","Wirtz J, Ascone L, Gehlenborg J, Moritz S, Kühn S.","Transl Psychiatry. 2021 Sep 17;11(1):481. doi: 10.1038/s41398-021-01595-1.","Wirtz J","Transl Psychiatry","2021","2021/09/18","PMC8448732","","10.1038/s41398-021-01595-1"
"34561614","Cross-species anxiety tests in psychiatry: pitfalls and promises","Bach DR.","Mol Psychiatry. 2021 Sep 24. doi: 10.1038/s41380-021-01299-4. Online ahead of print.","Bach DR","Mol Psychiatry","2021","2021/09/25","","","10.1038/s41380-021-01299-4"
"22679346","The connection between academia and industry","Singh A, Singh S.","Mens Sana Monogr. 2005 Mar;3(1):5-35. doi: 10.4103/0973-1229.27876.","Singh A","Mens Sana Monogr","2005","2012/06/09","PMC3369181","","10.4103/0973-1229.27876"
"27252673","Combat PTSD and Implicit Behavioral Tendencies for Positive Affective Stimuli: A Brief Report","Clausen AN, Youngren W, Sisante JF, Billinger SA, Taylor C, Aupperle RL.","Front Psychol. 2016 May 24;7:758. doi: 10.3389/fpsyg.2016.00758. eCollection 2016.","Clausen AN","Front Psychol","2016","2016/06/03","PMC4877383","","10.3389/fpsyg.2016.00758"
"28280885","Acute stress worsens the deficits in appetitive behaviors for social and sexual stimuli displayed by rats after long-term withdrawal from morphine","Bai Y, Belin D, Zheng X, Liu Z, Zhang Y.","Psychopharmacology (Berl). 2017 Jun;234(11):1693-1702. doi: 10.1007/s00213-017-4571-3. Epub 2017 Mar 9.","Bai Y","Psychopharmacology (Berl)","2017","2017/03/11","","","10.1007/s00213-017-4571-3"
"31780640","Imaginal retraining decreases craving for high-calorie food in overweight and obese women: A randomized controlled trial","Moritz S, Göritz AS, Schmotz S, Weierstall-Pust R, Gehlenborg J, Gallinat J, Kühn S.","Transl Psychiatry. 2019 Nov 28;9(1):319. doi: 10.1038/s41398-019-0655-7.","Moritz S","Transl Psychiatry","2019","2019/11/30","PMC6883071","","10.1038/s41398-019-0655-7"
"29695836","Striatopallidal neurons control avoidance behavior in exploratory tasks","LeBlanc KH, London TD, Szczot I, Bocarsly ME, Friend DM, Nguyen KP, Mengesha MM, Rubinstein M, Alvarez VA, Kravitz AV.","Mol Psychiatry. 2020 Feb;25(2):491-505. doi: 10.1038/s41380-018-0051-3. Epub 2018 Apr 25.","LeBlanc KH","Mol Psychiatry","2020","2018/04/27","PMC6202282","NIHMS944711","10.1038/s41380-018-0051-3"
"33603200","Anterior prefrontal brain activity during emotion control predicts resilience to post-traumatic stress symptoms","Kaldewaij R, Koch SBJ, Hashemi MM, Zhang W, Klumpers F, Roelofs K.","Nat Hum Behav. 2021 Aug;5(8):1055-1064. doi: 10.1038/s41562-021-01055-2. Epub 2021 Feb 18.","Kaldewaij R","Nat Hum Behav","2021","2021/02/19","PMC7611547","EMS114735","10.1038/s41562-021-01055-2"
"30361194","Gamified Cognitive Bias Modification Interventions for Psychiatric Disorders: Review","Zhang M, Ying J, Song G, Fung DS, Smith H.","JMIR Ment Health. 2018 Oct 25;5(4):e11640. doi: 10.2196/11640.","Zhang M","JMIR Ment Health","2018","2018/10/27","PMC6229516","","10.2196/11640"
"12185395","Repeated cocaine decreases the avoidance response to a novel aversive stimulus in rats","Sorg BA, Davidson DL, Hochstatter T, Sylvester PW.","Psychopharmacology (Berl). 2002 Aug;163(1):9-19. doi: 10.1007/s00213-002-1133-z. Epub 2002 Jun 27.","Sorg BA","Psychopharmacology (Berl)","2002","2002/08/20","","","10.1007/s00213-002-1133-z"
"31651410","Web-Based Cognitive Bias Modification Interventions for Psychiatric Disorders: Scoping Review","Zhang M, Ying J, Song G, Fung DSS, Smith H.","JMIR Ment Health. 2019 Oct 24;6(10):e11841. doi: 10.2196/11841.","Zhang M","JMIR Ment Health","2019","2019/10/26","PMC6915808","","10.2196/11841"
"30811357","Is There a Difference in Infection Risk Between Single and Multiple Doses of Prophylactic Antibiotics? A Meta-analysis","Ryan SP, Kildow BJ, Tan TL, Parvizi J, Bolognesi MP, Seyler TM; American Association of Hip and Knee Surgeons Research Committee.","Clin Orthop Relat Res. 2019 Jul;477(7):1577-1590. doi: 10.1097/CORR.0000000000000619.","Ryan SP","Clin Orthop Relat Res","2019","2019/02/28","PMC6999965","","10.1097/CORR.0000000000000619"
"26828702","Cognitive Function as a Transdiagnostic Treatment Target in Stimulant Use Disorders","Sofuoglu M, DeVito EE, Waters AJ, Carroll KM.","J Dual Diagn. 2016;12(1):90-106. doi: 10.1080/15504263.2016.1146383.","Sofuoglu M","J Dual Diagn","2016","2016/02/02","PMC4837011","NIHMS770947","10.1080/15504263.2016.1146383"
"33947849","A hypothalamic-thalamostriatal circuit that controls approach-avoidance conflict in rats","Engelke DS, Zhang XO, O'Malley JJ, Fernandez-Leon JA, Li S, Kirouac GJ, Beierlein M, Do-Monte FH.","Nat Commun. 2021 May 4;12(1):2517. doi: 10.1038/s41467-021-22730-y.","Engelke DS","Nat Commun","2021","2021/05/05","PMC8097010","","10.1038/s41467-021-22730-y"
"33230976","Sex differences and effects of the estrous stage on hippocampal-prefrontal theta communications","Schoepfer KJ, Xu Y, Wilber AA, Wu W, Kabbaj M.","Physiol Rep. 2020 Nov;8(22):e14646. doi: 10.14814/phy2.14646.","Schoepfer KJ","Physiol Rep","2020","2020/11/24","PMC7683809","","10.14814/phy2.14646"
"34677220","Inhibitory Performance in Smokers Relative to Nonsmokers When Exposed to Neutral, Smoking- and Money-Related Pictures","Tsegaye A, Guo C, Cserjési R, Kenemans L, Stoet G, Kökönyei G, Logemann A.","Behav Sci (Basel). 2021 Sep 22;11(10):128. doi: 10.3390/bs11100128.","Tsegaye A","Behav Sci (Basel)","2021","2021/10/22","PMC8533572","","10.3390/bs11100128"
"29793973","Cortical Oscillatory Mechanisms Supporting the Control of Human Social-Emotional Actions","Bramson B, Jensen O, Toni I, Roelofs K.","J Neurosci. 2018 Jun 20;38(25):5739-5749. doi: 10.1523/JNEUROSCI.3382-17.2018. Epub 2018 May 23.","Bramson B","J Neurosci","2018","2018/05/26","PMC6595981","","10.1523/JNEUROSCI.3382-17.2018"
"28735368","MDMA-induced indifference to negative sounds is mediated by the 5-HT(2A) receptor","Kuypers KPC, de la Torre R, Farre M, Pizarro N, Xicota L, Ramaekers JG.","Psychopharmacology (Berl). 2018 Feb;235(2):481-490. doi: 10.1007/s00213-017-4699-1. Epub 2017 Jul 22.","Kuypers KPC","Psychopharmacology (Berl)","2018","2017/07/24","PMC5813067","","10.1007/s00213-017-4699-1"
"26878057","Testosterone Modulates Altered Prefrontal Control of Emotional Actions in Psychopathic Offenders(1,2,3)","Volman I, von Borries AK, Bulten BH, Verkes RJ, Toni I, Roelofs K.","eNeuro. 2016 Feb 8;3(1):ENEURO.0107-15.2016. doi: 10.1523/ENEURO.0107-15.2016. eCollection 2016 Jan-Feb.","Volman I","eNeuro","2016","2016/02/16","PMC4745181","","10.1523/ENEURO.0107-15.2016"
"25403813","Mindfulness-based cognitive therapy in obsessive-compulsive disorder: protocol of a randomized controlled trial","Külz AK, Landmann S, Cludius B, Hottenrott B, Rose N, Heidenreich T, Hertenstein E, Voderholzer U, Moritz S.","BMC Psychiatry. 2014 Nov 18;14:314. doi: 10.1186/s12888-014-0314-8.","Külz AK","BMC Psychiatry","2014","2014/11/19","PMC4239327","","10.1186/s12888-014-0314-8"
"30307650","Disturbance of approach-avoidance behaviors in non-human primates by stimulation of the limbic territories of basal ganglia and anterior insula","Saga Y, Ruff CC, Tremblay L.","Eur J Neurosci. 2019 Mar;49(5):687-700. doi: 10.1111/ejn.14201. Epub 2018 Nov 2.","Saga Y","Eur J Neurosci","2019","2018/10/12","","","10.1111/ejn.14201"
"29450895","A Test of Multisession Automatic Action Tendency Retraining to Reduce Alcohol Consumption Among Young Adults in the Context of a Human Laboratory Paradigm","Leeman RF, Nogueira C, Wiers RW, Cousijn J, Serafini K, DeMartini KS, Bargh JA, O'Malley SS.","Alcohol Clin Exp Res. 2018 Apr;42(4):803-814. doi: 10.1111/acer.13613. Epub 2018 Mar 12.","Leeman RF","Alcohol Clin Exp Res","2018","2018/02/17","PMC5995797","NIHMS942940","10.1111/acer.13613"
"32035145","Median raphe serotonin neurons promote anxiety-like behavior via inputs to the dorsal hippocampus","Abela AR, Browne CJ, Sargin D, Prevot TD, Ji XD, Li Z, Lambe EK, Fletcher PJ.","Neuropharmacology. 2020 May 15;168:107985. doi: 10.1016/j.neuropharm.2020.107985. Epub 2020 Feb 5.","Abela AR","Neuropharmacology","2020","2020/02/09","","","10.1016/j.neuropharm.2020.107985"
"27641734","Biochemical features of the adhesion G protein-coupled receptor CD97 related to its auto-proteolysis and HeLa cell attachment activities","Yang LY, Liu XF, Yang Y, Yang LL, Liu KW, Tang YB, Zhang M, Tan MJ, Cheng SM, Xu YC, Yang HY, Liu ZJ, Song GJ, Huang W.","Acta Pharmacol Sin. 2017 Jan;38(1):56-68. doi: 10.1038/aps.2016.89. Epub 2016 Sep 19.","Yang LY","Acta Pharmacol Sin","2017","2016/09/20","PMC5220547","","10.1038/aps.2016.89"
"32525008","Overexpression of angiotensin converting enzyme 2 reduces anxiety-like behavior in female mice","de Kloet AD, Cahill KM, Scott KA, Krause EG.","Physiol Behav. 2020 Oct 1;224:113002. doi: 10.1016/j.physbeh.2020.113002. Epub 2020 Jun 7.","de Kloet AD","Physiol Behav","2020","2020/06/12","PMC7503770","NIHMS1627792","10.1016/j.physbeh.2020.113002"
"33146919","Acceptability and Co-Development of an Online Cognitive Bias Modification Intervention for Emerging Adults With Hazardous Alcohol Use and Social Anxiety: A Mixed Methods Study","Prior K, Salemink E, Wiers RW, Teachman BA, Piggott M, Newton NC, Teesson M, Baillie AJ, Campbell S, Stapinski LA.","Alcohol Clin Exp Res. 2020 Nov;44(11):2283-2297. doi: 10.1111/acer.14452. Epub 2020 Nov 4.","Prior K","Alcohol Clin Exp Res","2020","2020/11/04","","","10.1111/acer.14452"
"31857655","The bradykinin system in stress and anxiety in humans and mice","Rouhiainen A, Kulesskaya N, Mennesson M, Misiewicz Z, Sipilä T, Sokolowska E, Trontti K, Urpa L, McEntegart W, Saarnio S, Hyytiä P, Hovatta I.","Sci Rep. 2019 Dec 19;9(1):19437. doi: 10.1038/s41598-019-55947-5.","Rouhiainen A","Sci Rep","2019","2019/12/21","PMC6923437","","10.1038/s41598-019-55947-5"
"29050636","Targeting self-regulation to promote health behaviors in children","Miller AL, Gearhardt AN, Fredericks EM, Katz B, Shapiro LF, Holden K, Kaciroti N, Gonzalez R, Hunter C, Lumeng JC.","Behav Res Ther. 2018 Feb;101:71-81. doi: 10.1016/j.brat.2017.09.008. Epub 2017 Sep 28.","Miller AL","Behav Res Ther","2018","2017/10/21","PMC5801044","NIHMS913638","10.1016/j.brat.2017.09.008"
"32034069","Human Lateral Frontal Pole Contributes to Control over Emotional Approach-Avoidance Actions","Bramson B, Folloni D, Verhagen L, Hartogsveld B, Mars RB, Toni I, Roelofs K.","J Neurosci. 2020 Apr 1;40(14):2925-2934. doi: 10.1523/JNEUROSCI.2048-19.2020. Epub 2020 Feb 7.","Bramson B","J Neurosci","2020","2020/02/09","PMC7117901","","10.1523/JNEUROSCI.2048-19.2020"
"28270776","A Quantitative Relationship between Signal Detection in Attention and Approach/Avoidance Behavior","Viswanathan V, Sheppard JP, Kim BW, Plantz CL, Ying H, Lee MJ, Raman K, Mulhern FJ, Block MP, Calder B, Lee S, Mortensen DT, Blood AJ, Breiter HC.","Front Psychol. 2017 Feb 21;8:122. doi: 10.3389/fpsyg.2017.00122. eCollection 2017.","Viswanathan V","Front Psychol","2017","2017/03/09","PMC5318395","","10.3389/fpsyg.2017.00122"
"33789701","Cardiovascular magnetic resonance-assessed fast global longitudinal strain parameters add diagnostic and prognostic insights in right ventricular volume and pressure loading disease conditions","Leng S, Tan RS, Guo J, Chai P, Zhang G, Teo L, Ruan W, Yeo TJ, Zhao X, Allen JC, Tan JL, Yip JW, Chen Y, Zhong L.","J Cardiovasc Magn Reson. 2021 Apr 1;23(1):38. doi: 10.1186/s12968-021-00724-5.","Leng S","J Cardiovasc Magn Reson","2021","2021/04/01","PMC8015087","","10.1186/s12968-021-00724-5"
